ConstituencyCode,CandidateCode,Key,Constituency,Candidate,Gender,Occupation,Politics,CandidateAlias,Uncontested,elected,VotesN,Year,Constituency_ZH,Politics_ZH,Candidate_ZH,Camp
Q10,2,Q10_2,CHOI KIN,HO MAN KIT RAYMOND,M,Sai Kung District Council Elected Member,Independent Candidate,HO MAN KIT RAYMOND,FALSE,TRUE,2873,2015,彩健,獨立,何民傑,D
Q11,1,Q11_1,O TONG,AU YEUNG HO KWAN,M,,Independent Candidate,AU YEUNG HO KWAN,FALSE,FALSE,1314,2015,澳唐,獨立,歐陽浩崑,U
Q11,2,Q11_2,O TONG,LUI MAN KWONG,M,,Neo Democrats,LUI MAN KWONG,FALSE,TRUE,1831,2015,澳唐,新民主同盟,呂文光,D
Q11,3,Q11_3,O TONG,KO WING LUEN,M,,,KO WING LUEN,FALSE,FALSE,1036,2015,澳唐,工聯會,高永聯,B
Q12,1,Q12_1,FU KWAN,LUK PING CHOI,M,Teacher,,LUK PING CHOI,FALSE,TRUE,2087,2015,富君,獨立,陸平才,D
Q12,2,Q12_2,FU KWAN,LUI KIM HO,M,Project Engineer,*Independent Non-affiliated,LUI KIM HO(KIM),FALSE,FALSE,1671,2015,富君,獨立,呂劍豪,B
Q12,3,Q12_3,FU KWAN,SHEK YUEN HON,M,,,SHEK YUEN HON,FALSE,FALSE,43,2015,富君,獨立,石遠康,U
Q13,1,Q13_1,KWAN PO,LEE KWOK PUI,M,Retired Civil Servant,,LEE KWOK PUI,FALSE,FALSE,534,2015,軍寶,獨立,李國培,U
Q13,2,Q13_2,KWAN PO,CHAN CHIN CHUN,M,Full-Time Community Officer,Independent Democrat,CHAN CHIN CHUN(CYRUS),FALSE,FALSE,480,2015,軍寶,前民主黨,陳展浚,D
Q13,3,Q13_3,KWAN PO,LEE SUN ANTONY,M,Certified Public Accountant (Practising),,LEE SUN ANTONY,FALSE,FALSE,583,2015,軍寶,獨立,李新,B
Q13,4,Q13_4,KWAN PO,WONG TIN YAU,M,Solicitor,*Independent Candidate,WONG TIN YAU,FALSE,FALSE,487,2015,軍寶,專業動力,黃天佑,U
Q13,5,Q13_5,KWAN PO,LAI MING CHAK,M,Legislative Assistant,Neo Democrats,LAI MING CHAK,FALSE,TRUE,784,2015,軍寶,新民主同盟,黎銘澤,D
Q14,1,Q14_1,NAM ON,CHAU YIN MING FRANCIS,M,Social Worker,Independent Candidate,CHAU YIN MING FRANCIS,FALSE,TRUE,3359,2015,南安,獨立,周賢明,D
Q14,2,Q14_2,NAM ON,YU KAI CHUN,M,,,YU KAI CHUN,FALSE,FALSE,985,2015,南安,工聯會,余啟津,B
Q15,1,Q15_1,HONG KING,CHAN KIN CHUN KEN,M,,New People's Party/ Civil Force,CHAN KIN CHUN KEN,FALSE,FALSE,2446,2015,康景,新民黨,陳健浚,B
Q15,2,Q15_2,HONG KING,LAM SIU CHUNG FRANKIE,M,,The Democratic Party,LAM SIU CHUNG FRANKIE,FALSE,TRUE,3274,2015,康景,民主黨,林少忠,D
Q16,1,Q16_1,TSUI LAM,CHAN YUEN PAN,M,,,CHAN YUEN PAN,FALSE,FALSE,1396,2015,翠林,獨立,陳源彬,D
Q16,2,Q16_2,TSUI LAM,TAM LANNY,M,*Registered Social Worker/District Councillor,New People's Party/ Civil Force,TAM LANNY,FALSE,TRUE,3051,2015,翠林,新民黨,譚領律,B
Q17,1,Q17_1,PO LAM,AU NING FAT ALFRED,M,,,AU NING FAT ALFRED,FALSE,TRUE,2446,2015,寶林,新民黨,區能發,B
Q17,2,Q17_2,PO LAM,WONG LOK YIN,M,Director,Liberal Party,WONG LOK YIN(ROCKY),FALSE,FALSE,779,2015,寶林,自由黨,黃樂然,B
Q17,3,Q17_3,PO LAM,CHEUNG CHI TUNG,M,,,CHEUNG CHI TUNG,FALSE,FALSE,913,2015,寶林,前民主黨,張志董,D
Q18,1,Q18_1,YAN YING,YEUNG HO CHUEN,M,,Liberal Party,YEUNG HO CHUEN(HARRIS),FALSE,FALSE,1007,2015,欣英,自由黨,楊浩泉,B
Q18,2,Q18_2,YAN YING,CHUNG KAM LUN,M,District Council Member,Neo Democrats,CHUNG KAM LUN(BEN),FALSE,TRUE,3283,2015,欣英,新民主同盟,鍾錦麟,D
Q18,3,Q18_3,YAN YING,LIU TSZ CHUNG MICHAEL,M,,New People's Party/ Civil Force,LIU TSZ CHUNG MICHAEL,FALSE,FALSE,1229,2015,欣英,新民黨,廖子聰,B
Q19,1,Q19_1,WAN HANG,SUN WAI KEI,M,Solicitor,,SUN WAI KEI,FALSE,FALSE,2313,2015,運亨,獨立,申偉基,B
Q19,2,Q19_2,WAN HANG,FAN GARY KWOK WAI,M,,Neo Democrats,FAN GARY KWOK WAI,FALSE,TRUE,3104,2015,運亨,新民主同盟,范國威,D
Q19,3,Q19_3,WAN HANG,LAI TZE WAH,M,*Media Worker,Independent,LAI TZE WAH,FALSE,FALSE,117,2015,運亨,獨立,黎子華,U
Q20,1,Q20_1,KING LAM,WAN KAI MING,M,,DAB,WAN KAI MING,FALSE,TRUE,2878,2015,景林,民建聯,?啟明,B
Q20,2,Q20_2,KING LAM,LAM WING YIN,M,District Councillor,Democratic Party,LAM WING YIN,FALSE,FALSE,2707,2015,景林,民主黨,林?然,D
Q21,1,Q21_1,HAU TAK,LING MAN HOI,M,,DAB,LING MAN HOI,FALSE,TRUE,2679,2015,厚德,民建聯,凌文海,B
Q21,2,Q21_2,HAU TAK,TSANG HO MAN,M,,The Democratic Party,TSANG HO MAN,FALSE,FALSE,2261,2015,厚德,民主黨,曾浩文,D
Q22,1,Q22_1,FU NAM,CHAN YIU MING,M,Community Adviser,Independent Democrat,CHAN YIU MING,FALSE,FALSE,2113,2015,富藍,獨立,陳耀銘,D
Q22,2,Q22_2,FU NAM,CHAN POK CHI,M,District Councilor,DAB,CHAN POK CHI,FALSE,TRUE,2207,2015,富藍,民建聯,陳博智,B
Q23,*,Q23_*,TAK MING,WAN YUET CHEUNG,M,District Council Member,New People's Party/ Civil Force,WAN YUET CHEUNG,TRUE,TRUE,0,2015,德明,新民黨,?悅昌,B
Q24,1,Q24_1,SHEUNG TAK,CHOI KIN CHING,M,Interior Designer,,CHOI KIN CHING(CHOI CHUN HIU),FALSE,FALSE,650,2015,尚德,獨立,蔡乾正,B
Q24,2,Q24_2,SHEUNG TAK,KAN SIU KEI,M,,,KAN SIU KEI,FALSE,TRUE,2978,2015,尚德,工聯會,簡兆祺,B
Q24,3,Q24_3,SHEUNG TAK,WONG FAI,M,,People Power/The Frontier,WONG FAI,FALSE,FALSE,1662,2015,尚德,人民力量,黃輝,D
Q25,1,Q25_1,KWONG MING,SHI HAU KIT SIMON,M,,,SHI HAU KIT SIMON,FALSE,FALSE,777,2015,廣明,獨立,舒孝傑,U
Q25,2,Q25_2,KWONG MING,CHOI MING HEI,M,Assistant Engineer,*Independent Democrat,CHOI MING HEI,FALSE,FALSE,1055,2015,廣明,將軍澳民生關注組,蔡明禧,D
Q25,3,Q25_3,KWONG MING,CHONG YUEN TUNG,M,Full-time District Councilor,DAB,CHONG YUEN TUNG,FALSE,TRUE,3373,2015,廣明,民建聯,莊元苳,B
Q26,1,Q26_1,WAN PO NORTH,CHUI TING PONG,M,,Liberal Party,CHUI TING PONG,FALSE,FALSE,665,2015,環保北,自由黨,崔定邦,B
Q26,2,Q26_2,WAN PO NORTH,FONG KWOK SHAN CHRISTINE,F,,Independent Candidate,FONG KWOK SHAN CHRISTINE,FALSE,TRUE,2667,2015,環保北,專業動力,方國珊,U
Q27,1,Q27_1,WAN PO SOUTH,CHEUNG MEI HUNG,M,Full Time Assistant of Wan Po District Council,Independent Candidate,CHEUNG MEI HUNG,FALSE,TRUE,2188,2015,環保南,專業動力,張美雄,U
Q27,2,Q27_2,WAN PO SOUTH,WU CHEUK HIM,M,Legislative  Councilor’s Assistant,DAB,WU CHEUK HIM,FALSE,FALSE,539,2015,環保南,民建聯,胡綽謙,B
R01,1,R01_1,SHA TIN TOWN CENTRE,WONG CHI YUNG,M,Director of Technology Company,DAB,WONG CHI YUNG(ALF WONG),FALSE,FALSE,1328,2015,沙田市中心,民建聯,黃自勇,B
R01,2,R01_2,SHA TIN TOWN CENTRE,WAI HING CHEUNG,M,Senior Vice President,Democratic Coalition for DC Election,WAI HING CHEUNG,FALSE,TRUE,2759,2015,沙田市中心,泛民區選聯盟,?慶祥,D
R02,1,R02_1,LEK YUEN,WONG YUE HON,M,District Council Member,Civil Force/New People’s Party,WONG YUE HON,FALSE,TRUE,1799,2015,瀝源,民建聯,黃宇翰,B
R02,2,R02_2,LEK YUEN,WONG HO MING,M,Social Policy Officer,League of Social Democrats,WONG HO MING,FALSE,FALSE,1406,2015,瀝源,社民連,黃浩銘,D
R03,1,R03_1,WO CHE ESTATE,YUE SHIN MAN ANNA,F,Full Time District Councilor,DAB,YUE SHIN MAN ANNA(ANNA),FALSE,TRUE,2495,2015,禾輋?,民建聯,余倩雯,B
R03,2,R03_2,WO CHE ESTATE,LEE WAI FUNG,M,Community Officer,People Power,LEE WAI FUNG(DECO),FALSE,FALSE,1602,2015,禾輋?,人民力量,李煒鋒,D
R03,3,R03_3,WO CHE ESTATE,LEE TAK WAH,M,Technical Manager,,LEE TAK WAH,FALSE,FALSE,1185,2015,禾輋?,經民聯友好,李德華,B
R04,*,R04_*,CITY ONE,WONG KA WING,M,District Councillor,New People’s Party,WONG KA WING,TRUE,TRUE,0,2015,第一城,新民黨,黃嘉榮,B
R05,*,R05_*,YUE SHING,LEUNG KA FAI,M,District Councillor,New People's Party/ Civil Force,LEUNG KA FAI,TRUE,TRUE,0,2015,愉城,新民黨,梁家輝,B
R06,1,R06_1,WONG UK,LEUNG CHI WAI,M,Full-time District Councilor,Liberal Party,LEUNG CHI WAI,FALSE,FALSE,1936,2015,王屋,自由黨,梁志偉,B
R06,2,R06_2,WONG UK,LAI TSZ YAN,M,Full-time Community Service,Independent,LAI TSZ YAN,FALSE,TRUE,2111,2015,王屋,獨立,黎梓恩,D
R07,1,R07_1,SHA KOK,CHAN BILLY SHIU YEUNG,M,Councilor Assistant,Neo Democrats,CHAN BILLY SHIU YEUNG,FALSE,TRUE,2627,2015,沙角,新民主同盟,陳兆陽,D
R07,2,R07_2,SHA KOK,YEUNG SIN HUNG,F,District Council Member,New People's Party/ Civil Force,YEUNG SIN HUNG,FALSE,FALSE,2437,2015,沙角,新民黨,楊倩紅,B
R08,1,R08_1,POK HONG,CHIU CHU PONG,M,Councillor Assistant,Neo Democrats,CHIU CHU PONG,FALSE,TRUE,2859,2015,博康,新民主同盟,趙柱幫,D
R08,2,R08_2,POK HONG,CHAN KWOK TIM,M,District Councilor,Civil Force/ New People’s Party,CHAN KWOK TIM,FALSE,FALSE,2666,2015,博康,新民黨,陳國添,B
R09,1,R09_1,JAT MIN,CHAU PING HIM,M,District Development Officer,BPA,CHAU PING HIM,FALSE,FALSE,541,2015,乙明,經民聯,周秉謙,B
R09,2,R09_2,JAT MIN,YIP KA MING MICHAEL,M,* Senior Manager (Property and Facility),New People’s Party/ Civil Force,YIP KA MING MICHAEL,FALSE,FALSE,1050,2015,乙明,新民黨,葉家明,B
R09,3,R09_3,JAT MIN,YAU MAN CHUN,M,District Councillor,Neo Democrats,YAU MAN CHUN,FALSE,TRUE,3221,2015,乙明,新民主同盟,丘文俊,D
R10,1,R10_1,CHUN FUNG,LEUNG KA WAI,M,,New People’s Party/ Civil Force,LEUNG KA WAI,FALSE,FALSE,1578,2015,秦豐,新民黨,梁家瑋,B
R10,2,R10_2,CHUN FUNG,CHAN NOK HANG,M,District Councillor,The Democratic Party,CHAN NOK HANG,FALSE,TRUE,3724,2015,秦豐,民主黨,陳諾恒,D
R11,1,R11_1,SUN TIN WAI,LI LOK YAN,F,Assistant of Legislative Council Member,FTU,LI LOK YAN,FALSE,FALSE,1488,2015,新田圍,工聯會,李樂昕,B
R11,2,R11_2,SUN TIN WAI,CHING CHEUNG YING,M,Secondary School Teacher,Democratic Party,CHING CHEUNG YING,FALSE,TRUE,2455,2015,新田圍,民主黨,程張迎,D
R12,1,R12_1,CHUI TIN,HUI YUI YU,M,Research Officer,Neo Democrats,HUI YUI YU,FALSE,TRUE,2048,2015,翠田,新民主同盟,許?宇,D
R12,2,R12_2,CHUI TIN,WONG CHAK PIU PHILIP,M,District Councillor,Civil Force/New People’s Party,WONG CHAK PIU PHILIP,FALSE,FALSE,1675,2015,翠田,新民黨,黃澤標,B
R13,1,R13_1,HIN KA,LAM CHUNG YAN,F,"District Councilor, Registered Social Worker",Civil Force/New People’s Party,LAM CHUNG YAN,FALSE,TRUE,2473,2015,顯嘉,新民黨,林松茵,B
R13,2,R13_2,HIN KA,MOK WAI HUNG,M,R.S.W. Register Social Worker/Licensed Salesperson,The Democratic Party,MOK WAI HUNG,FALSE,FALSE,1713,2015,顯嘉,民主黨,莫偉雄,D
R14,1,R14_1,LOWER SHING MUN,TONG HOK LEUNG,M,,,TONG HOK LEUNG,FALSE,TRUE,1209,2015,下城門,新民黨,唐學良,B
R14,2,R14_2,LOWER SHING MUN,LEE YUEN KAM,M,,,LEE YUEN KAM,FALSE,FALSE,987,2015,下城門,獨立,李源錦,U
R14,3,R14_3,LOWER SHING MUN,CHONG YIU KAN SHERMAN,M,District Councillor/ Certified Public Accountant (Practising),,CHONG YIU KAN SHERMAN,FALSE,FALSE,1175,2015,下城門,獨立,莊耀勤,B
R15,1,R15_1,WAN SHING,WONG LEUNG HI,M,Company Director,Independent Democrats,WONG LEUNG HI,FALSE,FALSE,962,2015,雲城,前民主黨,黃良喜,D
R15,2,R15_2,WAN SHING,CHEUNG TAK WING,M,Retired Photojournalist,,CHEUNG TAK WING,FALSE,FALSE,927,2015,雲城,獨立,張德榮,D
R15,3,R15_3,WAN SHING,HO HAU CHEUNG,M,District Councilor,New People’s Party/ Civil Force,HO HAU CHEUNG,FALSE,TRUE,1989,2015,雲城,新民黨,何厚祥,B
R16,1,R16_1,KENG HAU,NG KAM HUNG,M,Shatin District Councillor,The Democratic Party,NG KAM HUNG,FALSE,TRUE,2826,2015,徑口,民主黨,吳錦雄,D
R16,2,R16_2,KENG HAU,HO KWOK WAH GEORGE,M,Certified Public Accountant (Practising),Civil Force/New People’s Party,HO KWOK WAH GEORGE,FALSE,FALSE,2144,2015,徑口,新民黨,何國華,B
R17,*,R17_*,TIN SUM,PUN KWOK SHAN,M,District Councilor,New People’s Party/ Civil Force,PUN KWOK SHAN,TRUE,TRUE,0,2015,田心,新民黨,潘國山,B
R18,1,R18_1,CHUI KA,WAI TAK LUN,M,Community Development Officer,New People’s Party/Civil Force,WAI TAK LUN,FALSE,FALSE,1029,2015,翠嘉,新民黨,韋德麟,B
R18,2,R18_2,CHUI KA,LEE KAM MING,M,Shatin District Council Member,,LEE KAM MING,FALSE,FALSE,1068,2015,翠嘉,獨立,李錦明,U
R18,3,R18_3,CHUI KA,LI SAI HUNG,M,Executive Officer,Neo Democrats,LI SAI HUNG,FALSE,TRUE,2433,2015,翠嘉,新民主同盟,李世鴻,D
R19,1,R19_1,TAI WAI,TUNG KIN LEI,F,Full-time District Councilor,DAB,TUNG KIN LEI,FALSE,TRUE,3649,2015,大圍,民建聯,董健莉,B
R19,2,R19_2,TAI WAI,LEUNG CHUN HIN,M,,Shatin Community Network,LEUNG CHUN HIN,FALSE,FALSE,2087,2015,大圍,沙田社區網絡,梁鎮軒,D
R20,1,R20_1,CHUNG TIN,WONG HOK LAI,M,Full-time Community Officer,Shatin Community Network,WONG HOK LAI,FALSE,TRUE,1631,2015,松田,沙田社區網絡,黃學禮,D
R20,2,R20_2,CHUNG TIN,LO YUET CHAU,M,Secondary School Teacher,,LO YUET CHAU,FALSE,FALSE,662,2015,松田,獨立,勞越洲,U
R20,3,R20_3,CHUNG TIN,TANG WING CHEONG,M,,Civil Force/New People’s Party,TANG WING CHEONG,FALSE,FALSE,1268,2015,松田,新民黨,鄧永昌,B
R21,1,R21_1,SUI WO,YAU CHI KIN,M,System Analyst,Civic Party,YAU CHI KIN,FALSE,FALSE,1984,2015,穗禾,公民黨,邱智堅,D
R21,2,R21_2,SUI WO,PANG CHEUNG WAI THOMAS,M,,DAB,PANG CHEUNG WAI THOMAS,FALSE,TRUE,2160,2015,穗禾,民建聯,彭長緯,B
R21,3,R21_3,SUI WO,LI SUI HA,F,Owner of Flower Shop,,LI SUI HA(LISA),FALSE,FALSE,101,2015,穗禾,獨立,李瑞霞,U
R22,1,R22_1,FO TAN,PONG SCARLETT OI LAN,F,Pharmacist,,PONG SCARLETT OI LAN,FALSE,TRUE,1905,2015,火炭,新世紀論壇,龐愛蘭,B
R22,2,R22_2,FO TAN,CHAN MAN FAI,M,Project Officer,Civic Party,CHAN MAN FAI,FALSE,FALSE,1250,2015,火炭,公民黨,陳文煇,D
R23,1,R23_1,CHUN MA,HO WAI LOK,M,,Liberal Party,HO WAI LOK(RONALD),FALSE,FALSE,1169,2015,駿馬,自由黨,何偉樂,B
R23,2,R23_2,CHUN MA,SIU HIN HONG,M,Full Time District Councilor,,SIU HIN HONG,FALSE,TRUE,1658,2015,駿馬,獨立,蕭顯航,U
R23,3,R23_3,CHUN MA,CHENG WING CHUNG,M,IT Manager,,CHENG WING CHUNG(PC),FALSE,FALSE,148,2015,駿馬,獨立,鄭榮宗,U
R24,1,R24_1,CHUNG ON,QUAT ELIZABETH,F,Legislative Councilor/District Councilor,DAB,QUAT ELIZABETH(EQ),FALSE,FALSE,2376,2015,頌安,民建聯,葛珮帆,B
R24,2,R24_2,CHUNG ON,YIP WING,M,* Councilor Assistant,Labour Party,YIP WING,FALSE,TRUE,2506,2015,頌安,工黨,葉榮,D
R25,1,R25_1,KAM TO,YEUNG MAN YUI,M,District Councilor/Digital Communications Consultant,DAB,YEUNG MAN YUI(GARY),FALSE,FALSE,2455,2015,錦濤,民建聯,楊文銳,B
R25,2,R25_2,KAM TO,CHAN KWOK KEUNG,M,Director,,CHAN KWOK KEUNG(JAMES),FALSE,TRUE,2592,2015,錦濤,獨立,陳國強,D
R26,1,R26_1,MA ON SHAN TOWN CENTRE,LEE CHI WING ALVIN,M,Secondary School Teacher,,LEE CHI WING ALVIN,FALSE,TRUE,2391,2015,馬鞍山市中心,新界社團,李子榮,B
R26,2,R26_2,MA ON SHAN TOWN CENTRE,MAN CHI WAI,M,,Independent Democrats,MAN CHI WAI,FALSE,FALSE,1106,2015,馬鞍山市中心,獨立,文志偉,U
R27,1,R27_1,LEE ON,MAK YUN PUI,M,District Council Member / Social Worker,Power for Democracy,MAK YUN PUI(CHRIS MAK),FALSE,TRUE,3938,2015,利安,民主動力,麥潤培,D
R27,2,R27_2,LEE ON,KONG CHEUK WAI,M,,,KONG CHEUK WAI,FALSE,FALSE,33,2015,利安,獨立,江卓偉,U
R27,3,R27_3,LEE ON,LO TAI SUEN ADA,F,Center-In-Charge,DAB,LO TAI SUEN ADA,FALSE,FALSE,1767,2015,利安,民建聯,羅棣萱,B
R28,1,R28_1,FU LUNG,TSANG SO LAI,F,Councillor Assistant,The Democratic Party,TSANG SO LAI,FALSE,TRUE,3027,2015,富龍,民主黨,曾素麗,D
R28,2,R28_2,FU LUNG,LAW KWONG KEUNG,M,Full Time District Councilor,Civil Force / New People's Party,LAW KWONG KEUNG(KK),FALSE,FALSE,2730,2015,富龍,新民黨,羅光強,B
R29,1,R29_1,WU KAI SHA,LI WING SHING,M,Legislative Councillor's Assistant,Democratic Party,LI WING SHING,FALSE,TRUE,1567,2015,烏溪沙,民主黨,李永成,D
R29,2,R29_2,WU KAI SHA,SIO CHAN IN DEVIN,M,Barrister,DAB,SIO CHAN IN DEVIN,FALSE,FALSE,1121,2015,烏溪沙,民建聯,蕭震然,B
R30,1,R30_1,KAM YING,TONG PO CHUN,F,District Councillor,,TONG PO CHUN,FALSE,FALSE,1442,2015,錦英,經民聯,湯寶珍,B
R30,2,R30_2,KAM YING,LI PO MUI,F,,,LI PO MUI,FALSE,FALSE,888,2015,錦英,獨立,李寶妹,U
R30,3,R30_3,KAM YING,TING TSZ YUEN,M,Legislative Councillor's Assistant,The Democratic Party,TING TSZ YUEN,FALSE,TRUE,1612,2015,錦英,民主黨,丁仕元,D
R30,4,R30_4,KAM YING,LAW SIU CHUN,M,Selfemployed: Computer Maintenance Worker,,LAW SIU CHUN,FALSE,FALSE,1176,2015,錦英,獨立,羅兆?,U
R31,1,R31_1,YIU ON,LI SAI WING,M,District Council Member,DAB/NTAS,LI SAI WING,FALSE,TRUE,3021,2015,耀安,民建聯,李世榮,B
R31,2,R31_2,YIU ON,CHEUNG PIK HA,F,,,CHEUNG PIK HA,FALSE,FALSE,2071,2015,耀安,獨立,張碧霞,D
R32,1,R32_1,HENG ON,LAM TAK WAI,M,Community Worker,Hong Kong Federation of Trade Unions,LAM TAK WAI,FALSE,FALSE,2706,2015,恒安,工聯會,林德偉,B
R32,2,R32_2,HENG ON,CHENG TSUK MAN,M,District Councilor,The Democratic Party,CHENG TSUK MAN,FALSE,TRUE,3740,2015,恒安,民主黨,鄭則文,D
R33,1,R33_1,ON TAI,CHIU MAN LEONG,M,District Councillor,DAB,CHIU MAN LEONG,FALSE,TRUE,3657,2015,鞍泰,民建聯,招文亮,B
R33,2,R33_2,ON TAI,YAU YUET WAH DONNA,F,Company Director,Democratic Party,YAU YUET WAH DONNA,FALSE,FALSE,2647,2015,鞍泰,民主黨,游月華,D
R34,1,R34_1,TAI SHUI HANG,YUNG MING CHAU MICHAEL,M,District Councilor,,YUNG MING CHAU MICHAEL,FALSE,TRUE,2964,2015,大水坑,獨立,容溟舟,D
R34,2,R34_2,TAI SHUI HANG,CHEUNG CHI YIN,M,Community Officer,DAB,CHEUNG CHI YIN,FALSE,FALSE,2629,2015,大水坑,民建聯,張子賢,B
R35,*,R35_*,YU YAN,YIU KA CHUN,M,District Councillor,New People’s Party/ Civil Force,YIU KA CHUN,TRUE,TRUE,0,2015,愉欣,新民黨,姚嘉俊,B
R36,1,R36_1,BIK WOO,OWEN OI MING EMILY,F,Staff,,OWEN OI MING EMILY,FALSE,FALSE,1490,2015,碧湖,獨立,翁愛明,D
R36,2,R36_2,BIK WOO,WONG PING FAN,F,Registered Social Worker,DAB,WONG PING FAN,FALSE,TRUE,2352,2015,碧湖,民建聯,黃冰芬,B
R36,3,R36_3,BIK WOO,LAU WAI LUN,M,Full Time District Councillor,,LAU WAI LUN,FALSE,FALSE,1151,2015,碧湖,經民聯,劉偉倫,B
R37,1,R37_1,KWONG HONG,CHOI CHUN CHIU PAUL,M,Multimedia Manufacturing Founder,Independent Person,CHOI CHUN CHIU PAUL,FALSE,FALSE,1028,2015,廣康,獨立,蔡振超,U
R37,2,R37_2,KWONG HONG,WONG FU SANG,M,Trading,DAB,WONG FU SANG,FALSE,TRUE,2034,2015,廣康,民建聯,王虎生,B
R37,3,R37_3,KWONG HONG,NG WAI LING,F,Clerical Officer,Labour Party,NG WAI LING,FALSE,FALSE,1828,2015,廣康,工黨,吳惠靈,D
R38,1,R38_1,KWONG YUEN,CHAN MAN KUEN,F,Full-time District Councilor,New People’s Party/ Civil Force,CHAN MAN KUEN,FALSE,TRUE,2525,2015,廣源,新民黨,陳敏娟,B
R38,2,R38_2,KWONG YUEN,SUNG TSZ MING,M,Driver/Baseball Coach,Labour Party,SUNG TSZ MING,FALSE,FALSE,1553,2015,廣源,工黨,宋子明,D
S01,1,S01_1,KWAI HING,LEUNG CHI SHING,M,Train Captain,The Neighbourhood and Workers’ Service Centre,LEUNG CHI SHING,FALSE,TRUE,2931,2015,葵興,街工,梁志成,D
S01,2,S01_2,KWAI HING,LEUNG CHI HO,M,,F.T.U.,LEUNG CHI HO,FALSE,FALSE,1139,2015,葵興,工聯會,梁志豪,B
S02,1,S02_1,KWAI SHING EAST ESTATE,CHAN YUK LING,F,Community Staff,,CHAN YUK LING,FALSE,FALSE,75,2015,葵盛東?,獨立,陳玉玲,U
S02,2,S02_2,KWAI SHING EAST ESTATE,MO SANG TUNG,F,,DAB,MO SANG TUNG,FALSE,FALSE,1833,2015,葵盛東?,民建聯,巫辰冬,B
S02,3,S02_3,KWAI SHING EAST ESTATE,LEUNG KWONG CHEONG,M,Marketing Manager,Independent,LEUNG KWONG CHEONG,FALSE,FALSE,677,2015,葵盛東?,獨立,梁廣昌,B
S02,4,S02_4,KWAI SHING EAST ESTATE,CHOW WAI HUNG RAYMAN,M,,Neighbourhood and Workers’ Service Centre,CHOW WAI HUNG RAYMAN,FALSE,TRUE,3212,2015,葵盛東?,街工,周偉雄,D
S03,1,S03_1,UPPER TAI WO HAU,LAU CHIN PANG,M,,FTU,LAU CHIN PANG,FALSE,FALSE,1589,2015,上大窩口,工聯會,劉展鵬,B
S03,2,S03_2,UPPER TAI WO HAU,HUI KEI CHEUNG,M,Full Time District Councilor,Democratic Party,HUI KEI CHEUNG,FALSE,TRUE,2217,2015,上大窩口,民主黨,許祺祥,D
S04,1,S04_1,LOWER TAI WO HAU,WONG BING KUEN,M,Full Time Member of District Council,The Democratic Party,WONG BING KUEN,FALSE,TRUE,3098,2015,下大窩口,民主黨,黃炳權,D
S04,2,S04_2,LOWER TAI WO HAU,CHEUNG WAI MAN,M,Sr. Artisan,FTU,CHEUNG WAI MAN,FALSE,FALSE,1369,2015,下大窩口,工聯會,張偉文,B
S05,1,S05_1,KWAI CHUNG ESTATE NORTH,LEUNG KAM WAI,M,District Council Member,Neighbourhood and Workers’ Service Centre,LEUNG KAM WAI,FALSE,TRUE,2195,2015,葵涌?北,街工,梁錦威,D
S05,2,S05_2,KWAI CHUNG ESTATE NORTH,LEUNG KONG MING,M,Accountant/Community Worker,DAB,LEUNG KONG MING,FALSE,FALSE,1617,2015,葵涌?北,民建聯,梁崗銘,B
S06,1,S06_1,KWAI CHUNG ESTATE SOUTH,LEE WANG FUNG,M,Registered Teacher,DAB,LEE WANG FUNG,FALSE,FALSE,1790,2015,葵涌?南,民建聯,李宏?,B
S06,2,S06_2,KWAI CHUNG ESTATE SOUTH,WONG YUN TAT,M,District Council Member,Neighbourhood and Workers’ Service Centre,WONG YUN TAT,FALSE,TRUE,2320,2015,葵涌?南,街工,黃潤達,D
S07,1,S07_1,SHEK YAM,LI SAI LUNG,M,Community Officer,DAB,LI SAI LUNG,FALSE,TRUE,2907,2015,石蔭,民建聯,李世隆,B
S07,2,S07_2,SHEK YAM,WAN SIU KIN ANDREW,M,District Councillor,The Democratic Party,WAN SIU KIN ANDREW,FALSE,FALSE,2853,2015,石蔭,民主黨,尹兆堅,D
S08,1,S08_1,ON YAM,LEUNG TSZ WING DENNIS,M,Teacher,The Hong Kong Federation of Trade Unions (FTU),LEUNG TSZ WING DENNIS,FALSE,TRUE,2714,2015,安蔭,工聯會,梁子穎,B
S08,2,S08_2,ON YAM,LEUNG WING KUEN,M,"Project Officer, N.G.O.",The Democratic Party,LEUNG WING KUEN,FALSE,FALSE,1831,2015,安蔭,民主黨,梁永權,D
S09,1,S09_1,SHEK LEI SOUTH,LEUNG KWOK WAH,M,Full-time District Council Member,The Democratic Party,LEUNG KWOK WAH,FALSE,FALSE,2974,2015,石籬南,民主黨,梁國華,D
S09,2,S09_2,SHEK LEI SOUTH,NG KA CHIU,M,Community Development Officer,New People's Party,NG KA CHIU,FALSE,TRUE,3141,2015,石籬南,新民黨,吳家超,B
S10,1,S10_1,SHEK LEI NORTH,LAM SIU FAI,M,Kwai Tsing District Councilor,The Democratic Party,LAM SIU FAI,FALSE,TRUE,2981,2015,石籬北,民主黨,林紹輝,D
S10,2,S10_2,SHEK LEI NORTH,CHEUNG IP MEI,F,Community Officer,DAB,CHEUNG IP MEI,FALSE,FALSE,1459,2015,石籬北,民建聯,張燁媚,B
