"ConstituencyCode","Constituency","CandidateCode","CandidateAlias","Votes","Uncontested","elected","VotesN","Year","Key","Candidate"
"A01","CHUNG WAN","1","HUI CHI FUNG","1,090*",FALSE,TRUE,1090,2015,"A01_1","HUI CHI FUNG"
"A01","CHUNG WAN","2","LAU WAI YAN VIENNA","940",FALSE,FALSE,940,2015,"A01_2","LAU WAI YAN VIENNA"
"A02","MID LEVELS EAST","1","NG SIU HONG","1,521*",FALSE,TRUE,1521,2015,"A02_1","NG SIU HONG"
"A02","MID LEVELS EAST","2","CHEUNG YICK HUNG JACKIE","1,466",FALSE,FALSE,1466,2015,"A02_2","CHEUNG YICK HUNG JACKIE"
"A03","CASTLE ROAD","1","CHENG LAI KING","1,457*",FALSE,TRUE,1457,2015,"A03_1","CHENG LAI KING"
"A03","CASTLE ROAD","2","NG LUNG FEI","1,311",FALSE,FALSE,1311,2015,"A03_2","NG LUNG FEI"
"A04","PEAK","1","CHAN SHU MOON","317",FALSE,FALSE,317,2015,"A04_1","CHAN SHU MOON"
"A04","PEAK","2","CHAN HO LIM JOSEPH","1,837*",FALSE,TRUE,1837,2015,"A04_2","CHAN HO LIM JOSEPH"
"A05","UNIVERSITY","1","LAU EDWARD WAI TAK","1,455",FALSE,FALSE,1455,2015,"A05_1","LAU EDWARD WAI TAK"
"A05","UNIVERSITY","2","CHAN CHIT KWAI(STEPHEN)","1,844*",FALSE,TRUE,1844,2015,"A05_2","CHAN CHIT KWAI"
"A06","KENNEDY TOWN & MOUNT DAVIS","1","SIN CHEUK NAM","1,072",FALSE,FALSE,1072,2015,"A06_1","SIN CHEUK NAM"
"A06","KENNEDY TOWN & MOUNT DAVIS","2","CHOW SAI KIT","838",FALSE,FALSE,838,2015,"A06_2","CHOW SAI KIT"
"A06","KENNEDY TOWN & MOUNT DAVIS","3","CHAN HOK FUNG","1,859*",FALSE,TRUE,1859,2015,"A06_3","CHAN HOK FUNG"
"A07","KWUN LUNG","1","LEUNG CHUNG HANG SIXTUS","1,569",FALSE,FALSE,1569,2015,"A07_1","LEUNG CHUNG HANG SIXTUS"
"A07","KWUN LUNG","2","YEUNG HOI WING","2,491*",FALSE,TRUE,2491,2015,"A07_2","YEUNG HOI WING"
"A08","SAI WAN","1","CHONG WING FAI WINFIELD","1,898",FALSE,FALSE,1898,2015,"A08_1","CHONG WING FAI WINFIELD"
"A08","SAI WAN","2","CHEUNG KWOK KWAN","2,011*",FALSE,TRUE,2011,2015,"A08_2","CHEUNG KWOK KWAN"
"A09","BELCHER","1","YIP WING SHING","2,397*",FALSE,TRUE,2397,2015,"A09_1","YIP WING SHING"
"A09","BELCHER","2","YEUNG SUI YIN(VICTOR)","2,328",FALSE,FALSE,2328,2015,"A09_2","YEUNG SUI YIN"
"A10","SHEK TONG TSUI","1","YIP KAM LUNG SAM","1,336",FALSE,FALSE,1336,2015,"A10_1","YIP KAM LUNG SAM"
"A10","SHEK TONG TSUI","2","CHAN CHOI HI","1,898*",FALSE,TRUE,1898,2015,"A10_2","CHAN CHOI HI"
"A11","SAI YING PUN","1","LO YEE HANG","1,790*",FALSE,TRUE,1790,2015,"A11_1","LO YEE HANG"
"A11","SAI YING PUN","2","NG WING TAK","1,204",FALSE,FALSE,1204,2015,"A11_2","NG WING TAK"
"A12","SHEUNG WAN","1","LUI HUNG PAN(BEN LUI)","1,344",FALSE,FALSE,1344,2015,"A12_1","LUI HUNG PAN"
"A12","SHEUNG WAN","2","KAM NAI WAI","1,436*",FALSE,TRUE,1436,2015,"A12_2","KAM NAI WAI"
"A13","TUNG WAH","1","SIU KA YI","1,352*",FALSE,TRUE,1352,2015,"A13_1","SIU KA YI"
"A13","TUNG WAH","2","HO CHUN KI FREDERICK","980",FALSE,FALSE,980,2015,"A13_2","HO CHUN KI FREDERICK"
"A14","CENTRE STREET","1","CHEUNG KAI YIN","1,621",FALSE,FALSE,1621,2015,"A14_1","CHEUNG KAI YIN"
"A14","CENTRE STREET","2","LEE CHI HANG SIDNEY","1,654*",FALSE,TRUE,1654,2015,"A14_2","LEE CHI HANG SIDNEY"
"A15","WATER STREET","1","YEUNG HOK MING","1,878*",FALSE,TRUE,1878,2015,"A15_1","YEUNG HOK MING"
"A15","WATER STREET","2","NG HOI YAN BONNIE","1,619",FALSE,FALSE,1619,2015,"A15_2","NG HOI YAN BONNIE"
"B01","HENNESSY","1","CHENG KI KIN","1,590*",FALSE,TRUE,1590,2015,"B01_1","CHENG KI KIN"
"B01","HENNESSY","2","CHEONG MAN LEI","760",FALSE,FALSE,760,2015,"B01_2","CHEONG MAN LEI"
"B02","OI KWAN","1","WONG SUI LUNG","915",FALSE,FALSE,915,2015,"B02_1","WONG SUI LUNG"
"B02","OI KWAN","2","TANG KING YUNG ANNA","1,367*",FALSE,TRUE,1367,2015,"B02_2","TANG KING YUNG ANNA"
"B03","CANAL ROAD","1","HO GLORIA WING KA","723",FALSE,FALSE,723,2015,"B03_1","HO GLORIA WING KA"
"B03","CANAL ROAD","2","CHUNG KA MAN JACQUELINE","1,018*",FALSE,TRUE,1018,2015,"B03_2","CHUNG KA MAN JACQUELINE"
"B04","VICTORIA PARK","*","CHOW KIT BING JENNIFER","Uncontested",TRUE,TRUE,0,2015,"B04_*","CHOW KIT BING JENNIFER"
"B05","TIN HAU","1","LEE MAN LUNG JOEY","2,236*",FALSE,TRUE,2236,2015,"B05_1","LEE MAN LUNG JOEY"
"B05","TIN HAU","2","CHAN KIN KWOK","1,021",FALSE,FALSE,1021,2015,"B05_2","CHAN KIN KWOK"
"B06","CAUSEWAY BAY","*","NG YUEN TING YOLANDA","Uncontested",TRUE,TRUE,0,2015,"B06_*","NG YUEN TING YOLANDA"
"B07","TAI HANG","1","WONG CHING CHI GIGI","1,148",FALSE,FALSE,1148,2015,"B07_1","WONG CHING CHI GIGI"
"B07","TAI HANG","2","YEUNG SUET YING CLARISSE","1,398*",FALSE,TRUE,1398,2015,"B07_2","YEUNG SUET YING CLARISSE"
"B08","JARDINE'S LOOKOUT","1","LAM WAI MAN WIND(ANSON)","1,479*",FALSE,TRUE,1479,2015,"B08_1","LAM WAI MAN WIND"
"B08","JARDINE'S LOOKOUT","2","LAI DAVID","1,098",FALSE,FALSE,1098,2015,"B08_2","LAI DAVID"
"B09","BROADWOOD","1","MAK KWOK FUNG MICHAEL","939",FALSE,FALSE,939,2015,"B09_1","MAK KWOK FUNG MICHAEL"
"B09","BROADWOOD","2","SIU SEE KONG","141",FALSE,FALSE,141,2015,"B09_2","SIU SEE KONG"
"B09","BROADWOOD","3","TSE WAI CHUN PAUL","1,350*",FALSE,TRUE,1350,2015,"B09_3","TSE WAI CHUN PAUL"
"B10","HAPPY VALLEY","1","NG KAM CHUN(STEPHEN)","1,377*",FALSE,TRUE,1377,2015,"B10_1","NG KAM CHUN"
"B10","HAPPY VALLEY","2","CHIEN KA WO KELVIN","900",FALSE,FALSE,900,2015,"B10_2","CHIEN KA WO KELVIN"
"B11","STUBBS ROAD","1","WONG WANG TAI(IVAN)","1,150*",FALSE,TRUE,1150,2015,"B11_1","WONG WANG TAI"
"B11","STUBBS ROAD","2","AU LAI CHONG","642",FALSE,FALSE,642,2015,"B11_2","AU LAI CHONG"
"B12","SOUTHORN","1","YEUNG YAU FUNG","437",FALSE,FALSE,437,2015,"B12_1","YEUNG YAU FUNG"
"B12","SOUTHORN","2","LEE PIK YEE","1,463*",FALSE,TRUE,1463,2015,"B12_2","LEE PIK YEE"
"B13","TAI FAT HAU","1","LEE KWUN YEE KENNY","1,505*",FALSE,TRUE,1505,2015,"B13_1","LEE KWUN YEE KENNY"
"B13","TAI FAT HAU","2","LEUNG PAK KIN","793",FALSE,FALSE,793,2015,"B13_2","LEUNG PAK KIN"
"C01","TAI KOO SHING WEST","1","CHIU KA YIN ANDREW(ANDREW CHIU)","3,362*",FALSE,TRUE,3362,2015,"C01_1","CHIU KA YIN ANDREW"
"C01","TAI KOO SHING WEST","2","NG CHI LUNG(TONY)","1,268",FALSE,FALSE,1268,2015,"C01_2","NG CHI LUNG"
"C02","TAI KOO SHING EAST","1","TSE TSZ KEI(MARCUS)","2,587",FALSE,FALSE,2587,2015,"C02_1","TSE TSZ KEI"
"C02","TAI KOO SHING EAST","2","WONG CHUN SING PATRICK","2,674*",FALSE,TRUE,2674,2015,"C02_2","WONG CHUN SING PATRICK"
"C03","LEI KING WAN","1","WONG HUK KAM","1,612",FALSE,FALSE,1612,2015,"C03_1","WONG HUK KAM"
"C03","LEI KING WAN","2","YEUNG SZE CHUN","2,008*",FALSE,TRUE,2008,2015,"C03_2","YEUNG SZE CHUN"
"C03","LEI KING WAN","3","FU YUEN CHEUNG ALEXANDER(ALEX FU)","955",FALSE,FALSE,955,2015,"C03_3","FU YUEN CHEUNG ALEXANDER"
"C03","LEI KING WAN","4","HO CHIU KWONG PAUL","211",FALSE,FALSE,211,2015,"C03_4","HO CHIU KWONG PAUL"
"C04","ALDRICH BAY","1","NGAN CHUN LIM","2,720*",FALSE,TRUE,2720,2015,"C04_1","NGAN CHUN LIM"
"C04","ALDRICH BAY","2","CHAN KAR PAK","2,401",FALSE,FALSE,2401,2015,"C04_2","CHAN KAR PAK"
"C05","SHAUKEIWAN","1","LEUNG WING SZE","1,429",FALSE,FALSE,1429,2015,"C05_1","LEUNG WING SZE"
"C05","SHAUKEIWAN","2","LAM SUM LIM","1,444*",FALSE,TRUE,1444,2015,"C05_2","LAM SUM LIM"
"C05","SHAUKEIWAN","3","POON WING YIN","107",FALSE,FALSE,107,2015,"C05_3","POON WING YIN"
"C06","A KUNG NGAM","1","TO BOON MAN DANIEL","1,696",FALSE,FALSE,1696,2015,"C06_1","TO BOON MAN DANIEL"
"C06","A KUNG NGAM","2","LAM KEI TUNG GEORGE","1,810*",FALSE,TRUE,1810,2015,"C06_2","LAM KEI TUNG GEORGE"
"C06","A KUNG NGAM","3","HUNG CHI KIT","1,112",FALSE,FALSE,1112,2015,"C06_3","HUNG CHI KIT"
"C07","HENG FA CHUEN","1","YEUNG WAI HONG(DR. MARTIN)","610",FALSE,FALSE,610,2015,"C07_1","YEUNG WAI HONG"
"C07","HENG FA CHUEN","2","CHOW WING YEE","2,025",FALSE,FALSE,2025,2015,"C07_2","CHOW WING YEE"
"C07","HENG FA CHUEN","3","HO NGAI KAM STANLEY(STANLEY)","3,642*",FALSE,TRUE,3642,2015,"C07_3","HO NGAI KAM STANLEY"
"C08","TSUI WAN","1","KU KWAI YIU","1,629*",FALSE,TRUE,1629,2015,"C08_1","KU KWAI YIU"
"C08","TSUI WAN","2","WAN TSZ FUNG JEFF","69",FALSE,FALSE,69,2015,"C08_2","WAN TSZ FUNG JEFF"
"C08","TSUI WAN","3","KWAN SHUI LUNG","1,572",FALSE,FALSE,1572,2015,"C08_3","KWAN SHUI LUNG"
"C08","TSUI WAN","4","LAI LEUNG SIU KWAN","1,181",FALSE,FALSE,1181,2015,"C08_4","LAI LEUNG SIU KWAN"
"C09","YAN LAM","*","WONG KIN HING","Uncontested",TRUE,TRUE,0,2015,"C09_*","WONG KIN HING"
"C10","SIU SAI WAN","1","WONG KWOK HING","1,981*",FALSE,TRUE,1981,2015,"C10_1","WONG KWOK HING"
"C10","SIU SAI WAN","2","CHU YAT ON","783",FALSE,FALSE,783,2015,"C10_2","CHU YAT ON"
"C10","SIU SAI WAN","3","TAM TAK CHI","1,229",FALSE,FALSE,1229,2015,"C10_3","TAM TAK CHI"
"C11","KING YEE","1","WONG KWAN FUNG","195",FALSE,FALSE,195,2015,"C11_1","WONG KWAN FUNG"
"C11","KING YEE","2","YEUNG HON SING","1,950",FALSE,FALSE,1950,2015,"C11_2","YEUNG HON SING"
"C11","KING YEE","3","CHAN YIU TAK","930",FALSE,FALSE,930,2015,"C11_3","CHAN YIU TAK"
"C11","KING YEE","4","LEUNG KWOK HUNG DAVID","2,257*",FALSE,TRUE,2257,2015,"C11_4","LEUNG KWOK HUNG DAVID"
"C12","WAN TSUI","1","NG YIN KEUNG","1,436",FALSE,FALSE,1436,2015,"C12_1","NG YIN KEUNG"
"C12","WAN TSUI","2","KUNG PAK CHEUNG","2,227*",FALSE,TRUE,2227,2015,"C12_2","KUNG PAK CHEUNG"
"C13","FEI TSUI","1","LI LEE(LILY LEE)","1,797",FALSE,FALSE,1797,2015,"C13_1","LI LEE"
"C13","FEI TSUI","2","LAI CHI KEONG JOSEPH","2,314*",FALSE,TRUE,2314,2015,"C13_2","LAI CHI KEONG JOSEPH"
"C13","FEI TSUI","3","LUI CHI MAN","114",FALSE,FALSE,114,2015,"C13_3","LUI CHI MAN"
"C14","MOUNT PARKER","*","WONG KIN PAN","Uncontested",TRUE,TRUE,0,2015,"C14_*","WONG KIN PAN"
"C15","BRAEMAR HILL","*","SHIU KA FAI","Uncontested",TRUE,TRUE,0,2015,"C15_*","SHIU KA FAI"
"C16","FORTRESS HILL","*","LO WING KWAN FRANKIE(LO SHAN)","Uncontested",TRUE,TRUE,0,2015,"C16_*","LO WING KWAN FRANKIE"
"C17","CITY GARDEN","*","HUI CHING ON","Uncontested",TRUE,TRUE,0,2015,"C17_*","HUI CHING ON"
"C18","PROVIDENT","*","KWOK WAI KEUNG","Uncontested",TRUE,TRUE,0,2015,"C18_*","KWOK WAI KEUNG"
"C19","FORT STREET","*","HUNG LIN CHAM","Uncontested",TRUE,TRUE,0,2015,"C19_*","HUNG LIN CHAM"
"C20","KAM PING","*","CHOY SO YUK","Uncontested",TRUE,TRUE,0,2015,"C20_*","CHOY SO YUK"
"C21","TANNER","1","CHENG TAT HUNG","2,338*",FALSE,TRUE,2338,2015,"C21_1","CHENG TAT HUNG"
"C21","TANNER","2","TSANG CHEUK YI","2,039",FALSE,FALSE,2039,2015,"C21_2","TSANG CHEUK YI"
"C22","HEALTHY VILLAGE","*","CHENG CHI SING","Uncontested",TRUE,TRUE,0,2015,"C22_*","CHENG CHI SING"
"C23","QUARRY BAY","1","IP CHEE TAK","1,010",FALSE,FALSE,1010,2015,"C23_1","IP CHEE TAK"
"C23","QUARRY BAY","2","TING KONG HO EDDIE","1,656*",FALSE,TRUE,1656,2015,"C23_2","TING KONG HO EDDIE"
"C24","NAM FUNG","1","YANG MO","1,182",FALSE,FALSE,1182,2015,"C24_1","YANG MO"
"C24","NAM FUNG","2","LI CHAK SUM","42",FALSE,FALSE,42,2015,"C24_2","LI CHAK SUM"
"C24","NAM FUNG","3","CHEUNG KWOK CHEONG","3,343*",FALSE,TRUE,3343,2015,"C24_3","CHEUNG KWOK CHEONG"
"C25","KORNHILL","1","WONG PO YI","29",FALSE,FALSE,29,2015,"C25_1","WONG PO YI"
"C25","KORNHILL","2","LEUNG WING MAN(BONNIE)","2,535*",FALSE,TRUE,2535,2015,"C25_2","LEUNG WING MAN"
"C25","KORNHILL","3","HUNG LUNG CHUEN","2,443",FALSE,FALSE,2443,2015,"C25_3","HUNG LUNG CHUEN"
"C26","KORNHILL GARDEN","1","KONG YUK FOON DOREEN","1,814",FALSE,FALSE,1814,2015,"C26_1","KONG YUK FOON DOREEN"
"C26","KORNHILL GARDEN","2","LEUNG SIU SUN","2,384*",FALSE,TRUE,2384,2015,"C26_2","LEUNG SIU SUN"
"C27","HING TUNG","1","TSANG KWOK FAI","2,808",FALSE,FALSE,2808,2015,"C27_1","TSANG KWOK FAI"
"C27","HING TUNG","2","HUI LAM HING","3,310*",FALSE,TRUE,3310,2015,"C27_2","HUI LAM HING"
"C28","SAI WAN HO","1","KONG CHACK HO","1,956",FALSE,FALSE,1956,2015,"C28_1","KONG CHACK HO"
"C28","SAI WAN HO","2","MAK TAK CHING","2,222*",FALSE,TRUE,2222,2015,"C28_2","MAK TAK CHING"
"C29","LOWER YIU TUNG","1","WONG CHI CHUNG(DOMINIC)","1,658*",FALSE,TRUE,1658,2015,"C29_1","WONG CHI CHUNG"
"C29","LOWER YIU TUNG","2","NG KAM WAI","977",FALSE,FALSE,977,2015,"C29_2","NG KAM WAI"
"C29","LOWER YIU TUNG","3","WONG SZE CHIN RICKY(RICKY)","992",FALSE,FALSE,992,2015,"C29_3","WONG SZE CHIN RICKY"
"C30","UPPER YIU TUNG","*","CHIU CHI KEUNG","Uncontested",TRUE,TRUE,0,2015,"C30_*","CHIU CHI KEUNG"
"C31","HING MAN","1","CHEUNG CHUN PONG","1,391",FALSE,FALSE,1391,2015,"C31_1","CHEUNG CHUN PONG"
"C31","HING MAN","2","LAU HING YEUNG","2,470*",FALSE,TRUE,2470,2015,"C31_2","LAU HING YEUNG"
"C32","LOK HONG","1","TSANG KIN SHING(THE BULL)","1,969",FALSE,FALSE,1969,2015,"C32_1","TSANG KIN SHING"
"C32","LOK HONG","2","LUN MAN KIT","48",FALSE,FALSE,48,2015,"C32_2","LUN MAN KIT"
"C32","LOK HONG","3","LI CHUN CHAU","2,396*",FALSE,TRUE,2396,2015,"C32_3","LI CHUN CHAU"
"C33","TSUI TAK","1","LEE CHUN KEUNG","2,351*",FALSE,TRUE,2351,2015,"C33_1","LEE CHUN KEUNG"
"C33","TSUI TAK","2","LI KIN HANG","979",FALSE,FALSE,979,2015,"C33_2","LI KIN HANG"
"C34","YUE WAN","1","CHUNG SHU KUN CHRISTOPHER(CHRIS CHUNG)","1,863",FALSE,FALSE,1863,2015,"C34_1","CHUNG SHU KUN CHRISTOPHER"
"C34","YUE WAN","2","CHUI CHI KIN","2,026*",FALSE,TRUE,2026,2015,"C34_2","CHUI CHI KIN"
"C35","KAI HIU","1","CHIK KIT LING ELAINE","1,514",FALSE,FALSE,1514,2015,"C35_1","CHIK KIT LING ELAINE"
"C35","KAI HIU","2","LAM CHUI LIN(ALICE)","2,241*",FALSE,TRUE,2241,2015,"C35_2","LAM CHUI LIN"
"D01","ABERDEEN","1","MAN HO KEUNG ZICO","1,598",FALSE,FALSE,1598,2015,"D01_1","MAN HO KEUNG ZICO"
"D01","ABERDEEN","2","LEE KIT HING","621",FALSE,FALSE,621,2015,"D01_2","LEE KIT HING"
"D01","ABERDEEN","3","YAM PAULINE","1,936*",FALSE,TRUE,1936,2015,"D01_3","YAM PAULINE"
"D01","ABERDEEN","4","HO WAI CHUN","226",FALSE,FALSE,226,2015,"D01_4","HO WAI CHUN"
"D02","AP LEI CHAU ESTATE","*","LAM YUK CHUN","Uncontested",TRUE,TRUE,0,2015,"D02_*","LAM YUK CHUN"
"D03","AP LEI CHAU NORTH","1","LEUNG KWOK KEUNG","755",FALSE,FALSE,755,2015,"D03_1","LEUNG KWOK KEUNG"
"D03","AP LEI CHAU NORTH","2","CHEUNG SIK YUNG","1,556*",FALSE,TRUE,1556,2015,"D03_2","CHEUNG SIK YUNG"
"D04","LEI TUNG I","1","WONG YUN KEI","177",FALSE,FALSE,177,2015,"D04_1","WONG YUN KEI"
"D04","LEI TUNG I","2","LI KA YING","1,810",FALSE,FALSE,1810,2015,"D04_2","LI KA YING"
"D04","LEI TUNG I","3","AU NOK HIN","3,068*",FALSE,TRUE,3068,2015,"D04_3","AU NOK HIN"
"D05","LEI TUNG II","1","LO KIN HEI","2,564*",FALSE,TRUE,2564,2015,"D05_1","LO KIN HEI"
"D05","LEI TUNG II","2","TSOI MAN LUNG TIMOTHY","119",FALSE,FALSE,119,2015,"D05_2","TSOI MAN LUNG TIMOTHY"
"D05","LEI TUNG II","3","PANG SIU KEI","1,854",FALSE,FALSE,1854,2015,"D05_3","PANG SIU KEI"
"D05","LEI TUNG II","4","TANG KA LOK","21",FALSE,FALSE,21,2015,"D05_4","TANG KA LOK"
"D06","SOUTH HORIZONS EAST","1","CHAN KA LOK(DR. KENNETH CHAN)","1,845",FALSE,FALSE,1845,2015,"D06_1","CHAN KA LOK"
"D06","SOUTH HORIZONS EAST","2","LAM KAI FAI","2,180*",FALSE,TRUE,2180,2015,"D06_2","LAM KAI FAI"
"D06","SOUTH HORIZONS EAST","3","AU YUEN FAT JOSEPH","643",FALSE,FALSE,643,2015,"D06_3","AU YUEN FAT JOSEPH"
"D07","SOUTH HORIZONS WEST","1","YUEN MI MING ERICA","2,245",FALSE,FALSE,2245,2015,"D07_1","YUEN MI MING ERICA"
"D07","SOUTH HORIZONS WEST","2","CHAN JUDY KAPUI","2,945*",FALSE,TRUE,2945,2015,"D07_2","CHAN JUDY KAPUI"
"D08","WAH KWAI","1","LAU PAK TUNG(DANIEL LAU)","94",FALSE,FALSE,94,2015,"D08_1","LAU PAK TUNG"
"D08","WAH KWAI","2","YEUNG SIU PIK","2,652",FALSE,FALSE,2652,2015,"D08_2","YEUNG SIU PIK"
"D08","WAH KWAI","3","MAK TSE HOW LING ADA","2,699*",FALSE,TRUE,2699,2015,"D08_3","MAK TSE HOW LING ADA"
"D09","WAH FU SOUTH","1","AU LAP SING","1,632*",FALSE,TRUE,1632,2015,"D09_1","AU LAP SING"
"D09","WAH FU SOUTH","2","LI SHEE LIN","1,629",FALSE,FALSE,1629,2015,"D09_2","LI SHEE LIN"
"D10","WAH FU NORTH","1","WONG CHOI LAP","2,089",FALSE,FALSE,2089,2015,"D10_1","WONG CHOI LAP"
"D10","WAH FU NORTH","2","LAW YUET WAH","21",FALSE,FALSE,21,2015,"D10_2","LAW YUET WAH"
"D10","WAH FU NORTH","3","CHAI MAN HON","2,408*",FALSE,TRUE,2408,2015,"D10_3","CHAI MAN HON"
"D10","WAH FU NORTH","4","WUN KEI YAN","29",FALSE,FALSE,29,2015,"D10_4","WUN KEI YAN"
"D11","POKFULAM","1","YOUNG CHIT ON JEREMY","1,144",FALSE,FALSE,1144,2015,"D11_1","YOUNG CHIT ON JEREMY"
"D11","POKFULAM","2","ZIMMERMAN PAULUS JOHANNES(PAUL ZIMMERMAN)","1,952*",FALSE,TRUE,1952,2015,"D11_2","ZIMMERMAN PAULUS JOHANNES"
"D12","CHI FU","1","CHU CHING HONG","2,762*",FALSE,TRUE,2762,2015,"D12_1","CHU CHING HONG"
"D12","CHI FU","2","YIU CHUNG YIM","2,223",FALSE,FALSE,2223,2015,"D12_2","YIU CHUNG YIM"
"D13","TIN WAN","*","CHAN FU MING","Uncontested",TRUE,TRUE,0,2015,"D13_*","CHAN FU MING"
"D14","SHEK YUE","*","CHU LAP WAI","Uncontested",TRUE,TRUE,0,2015,"D14_*","CHU LAP WAI"
"D15","WONG CHUK HANG","1","CHAN WING YAN","2,190",FALSE,FALSE,2190,2015,"D15_1","CHAN WING YAN"
"D15","WONG CHUK HANG","2","TSUI YUEN WA","2,645*",FALSE,TRUE,2645,2015,"D15_2","TSUI YUEN WA"
"D16","BAYS AREA","1","SCHAUS DAVID JOHN(DAVID SCHAUS)","474",FALSE,FALSE,474,2015,"D16_1","SCHAUS DAVID JOHN"
"D16","BAYS AREA","2","FUNG SE GOUN FERGUS","957*",FALSE,TRUE,957,2015,"D16_2","FUNG SE GOUN FERGUS"
"D17","STANLEY & SHEK O","1","TSANG TSZ HO","408",FALSE,FALSE,408,2015,"D17_1","TSANG TSZ HO"
"D17","STANLEY & SHEK O","2","YAO JIE NING MAXINE","752",FALSE,FALSE,752,2015,"D17_2","YAO JIE NING MAXINE"
"D17","STANLEY & SHEK O","3","LEE PUI YING(CHAN LEE PUI YING)","1,832*",FALSE,TRUE,1832,2015,"D17_3","LEE PUI YING"
"E01","TSIM SHA TSUI WEST","1","LAU CHI HUNG","828",FALSE,FALSE,828,2015,"E01_1","LAU CHI HUNG"
"E01","TSIM SHA TSUI WEST","2","HUNG CHIU WAH(DEREK)","1,213*",FALSE,TRUE,1213,2015,"E01_2","HUNG CHIU WAH"
"E02","JORDAN SOUTH","1","IP NGO TUNG CHRIS","1,531*",FALSE,TRUE,1531,2015,"E02_1","IP NGO TUNG CHRIS"
"E02","JORDAN SOUTH","2","LUI NGAR YEE JOEY","524",FALSE,FALSE,524,2015,"E02_2","LUI NGAR YEE JOEY"
"E03","JORDAN WEST","*","CHAN SIU TONG","Uncontested",TRUE,TRUE,0,2015,"E03_*","CHAN SIU TONG"
"E04","YAU MA TEI SOUTH","1","AU YEUNG TUNG","1,298",FALSE,FALSE,1298,2015,"E04_1","AU YEUNG TUNG"
"E04","YAU MA TEI SOUTH","2","YEUNG TSZ HEI(BENNY)","2,124*",FALSE,TRUE,2124,2015,"E04_2","YEUNG TSZ HEI"
"E05","CHARMING","1","LEE WAI FUNG","2,053",FALSE,FALSE,2053,2015,"E05_1","LEE WAI FUNG"
"E05","CHARMING","2","CHUNG KONG MO","2,473*",FALSE,TRUE,2473,2015,"E05_2","CHUNG KONG MO"
"E06","MONG KOK WEST","*","HUI TAK LEUNG","Uncontested",TRUE,TRUE,0,2015,"E06_*","HUI TAK LEUNG"
"E07","FU PAK","1","YU TAK PO","2,859*",FALSE,TRUE,2859,2015,"E07_1","YU TAK PO"
"E07","FU PAK","2","LAW SIU HUNG PAUL","1,924",FALSE,FALSE,1924,2015,"E07_2","LAW SIU HUNG PAUL"
"E08","OLYMPIC","1","KO HIU WING(PATRICK)","1,414",FALSE,FALSE,1414,2015,"E08_1","KO HIU WING"
"E08","OLYMPIC","2","TO KUN SUN JAMES","1,531*",FALSE,TRUE,1531,2015,"E08_2","TO KUN SUN JAMES"
"E09","CHERRY","1","LAM HO YEUNG","858",FALSE,FALSE,858,2015,"E09_1","LAM HO YEUNG"
"E09","CHERRY","2","CHUNG CHAK FAI","1,611*",FALSE,TRUE,1611,2015,"E09_2","CHUNG CHAK FAI"
"E09","CHERRY","3","NAKADE HITSUJIKO","172",FALSE,FALSE,172,2015,"E09_3","NAKADE HITSUJIKO"
"E10","TAI KOK TSUI SOUTH","1","LAI YIU CHUN","1,362",FALSE,FALSE,1362,2015,"E10_1","LAI YIU CHUN"
"E10","TAI KOK TSUI SOUTH","2","CHOI SIU FUNG BENJAMIN","1,608*",FALSE,TRUE,1608,2015,"E10_2","CHOI SIU FUNG BENJAMIN"
"E11","TAI KOK TSUI NORTH","1","WONG KA YING","1,363",FALSE,FALSE,1363,2015,"E11_1","WONG KA YING"
"E11","TAI KOK TSUI NORTH","2","LAU PAK KEI","2,633*",FALSE,TRUE,2633,2015,"E11_2","LAU PAK KEI"
"E12","TAI NAN","1","CHIU YUK KWONG","606",FALSE,FALSE,606,2015,"E12_1","CHIU YUK KWONG"
"E12","TAI NAN","2","FUNG JOSHUA MAN TAO","962",FALSE,FALSE,962,2015,"E12_2","FUNG JOSHUA MAN TAO"
"E12","TAI NAN","3","CHONG WING CHARN FRANCIS","1,424*",FALSE,TRUE,1424,2015,"E12_3","CHONG WING CHARN FRANCIS"
"E13","MONG KOK NORTH","1","WONG SHU MING","1,712*",FALSE,TRUE,1712,2015,"E13_1","WONG SHU MING"
"E13","MONG KOK NORTH","2","WONG KA CHUN","869",FALSE,FALSE,869,2015,"E13_2","WONG KA CHUN"
"E14","MONG KOK EAST","1","TSE JEFFERSON KELLER","112",FALSE,FALSE,112,2015,"E14_1","TSE JEFFERSON KELLER"
"E14","MONG KOK EAST","2","WONG KIN SAN","1,442*",FALSE,TRUE,1442,2015,"E14_2","WONG KIN SAN"
"E14","MONG KOK EAST","3","LAU CHUN YIP","1,172",FALSE,FALSE,1172,2015,"E14_3","LAU CHUN YIP"
"E15","MONG KOK SOUTH","*","CHOW CHUN FAI","Uncontested",TRUE,TRUE,0,2015,"E15_*","CHOW CHUN FAI"
"E16","YAU MA TEI NORTH","1","MAN YUN WA","689",FALSE,FALSE,689,2015,"E16_1","MAN YUN WA"
"E16","YAU MA TEI NORTH","2","LAM KIN MAN","1,682*",FALSE,TRUE,1682,2015,"E16_2","LAM KIN MAN"
"E17","EAST TSIM SHA TSUI & KING'S PARK","1","CHAN MAN YU HENRY","681",FALSE,FALSE,681,2015,"E17_1","CHAN MAN YU HENRY"
